_LINE,_FIVETRAN_SYNCED,QUARTER,LATITUDE,CUSTOMER_ID,GENDER,TECH_SUPPORT,SENIOR_CITIZEN,STREAMING_TV,ZIP_CODE,INTERNET_SERVICE,BIRTH_DATE,PAYMENT_METHOD,CHURN_REASON,PARTNER,DEVICE_PROTECTION,TOTAL_CHARGES,CHURN_LABEL,MULTIPLE_LINES,ONLINE_BACKUP,CITY,PAPERLESS_BILLING,LONGITUDE,MONTHLY_CHARGES,ONLINE_SECURITY,DEPENDENTS,PHONE_SERVICE,CLTV,STATE,COUNTRY_CODE,DATE_JOINED,STREAMING_MOVIES,CONTRACT,TENURE_MONTHS
3795,2025-10-29 13:44:01.749 Z,2023Q3,-29909,6384-VMJHP,Female,Yes,No,No,30111,DSL,1977-08-25 00:00:00.000 Z,Credit card (automatic),,No,Yes,1095,No,No,Yes,Palembang,Yes,1047567,73,Yes,No,Yes,2190,Sumatera Selatan,ID,2023-09-11 00:00:00.000 Z,Yes,Two year,15
1582,2025-10-29 13:44:01.458 Z,2025Q4,35952,5567-WSELE,Male,No,Yes,Yes,20111,Fiber optic,1940-05-24 00:00:00.000 Z,Electronic check,Competitor had better devices,Yes,No,-946,Yes,Yes,No,Medan,Yes,986722,94.6,No,No,Yes,-946,Sumatera Utara,ID,2025-10-03 00:00:00.000 Z,Yes,Month-to-month,-10
4506,2025-10-29 13:44:01.824 Z,2022Q1,-12379,6696-YDAYZ,Male,No internet service,No,No internet service,76113,No,1976-07-22 00:00:00.000 Z,Mailed check,,Yes,No internet service,676.5,No,No,No internet service,Balikpapan,No,1168523,20.5,No internet service,Yes,Yes,2029.5,Kalimantan Timur,ID,2022-03-22 00:00:00.000 Z,No internet service,Two year,33
6547,2025-10-29 13:44:02.015 Z,2021Q3,-77956,1027-LKKQQ,Female,Yes,No,Yes,55111,DSL,1999-08-11 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,3378.9,No,No,No,Yogyakarta,Yes,1103695,80.45,Yes,Yes,Yes,13515.6,DI Yogyakarta,ID,2021-07-16 00:00:00.000 Z,Yes,Two year,42
2081,2025-10-29 13:44:01.543 Z,2024Q3,-12379,9577-WJVCQ,Female,No,No,No,76113,DSL,1991-07-21 00:00:00.000 Z,Mailed check,,No,No,217.8,No,Yes,No,Balikpapan,No,1168523,54.45,Yes,No,Yes,217.8,Kalimantan Timur,ID,2024-08-06 00:00:00.000 Z,No,Month-to-month,4
417,2025-10-29 13:44:01.236 Z,2024Q4,-77956,8387-MOJJT,Female,No,No,Yes,55111,Fiber optic,1985-03-11 00:00:00.000 Z,Credit card (automatic),Competitor made better offer,Yes,No,77.95,Yes,No,No,Yogyakarta,Yes,1103695,77.95,No,No,Yes,77.95,DI Yogyakarta,ID,2024-11-23 00:00:00.000 Z,No,Month-to-month,1
4341,2025-10-29 13:44:01.806 Z,2021Q3,-69667,2545-EBUPK,Female,No,Yes,No,50135,Fiber optic,1944-10-02 00:00:00.000 Z,Electronic check,,No,No,3446.05,No,Yes,No,Semarang,Yes,1104167,84.05,No,No,Yes,13784.2,Jawa Tengah,ID,2021-08-05 00:00:00.000 Z,Yes,Month-to-month,41
4809,2025-10-29 13:44:01.853 Z,2023Q1,35952,1395-WSWXR,Male,No internet service,No,No internet service,20111,No,1992-01-27 00:00:00.000 Z,Mailed check,,No,No internet service,435.75,No,No,No internet service,Medan,No,986722,20.75,No internet service,No,Yes,871.5,Sumatera Utara,ID,2023-03-16 00:00:00.000 Z,No internet service,Two year,21
2539,2025-10-29 13:44:01.603 Z,2024Q1,-51477,2267-FPIMA,Male,No,No,No,90111,Fiber optic,1983-06-01 00:00:00.000 Z,Credit card (automatic),,Yes,No,944,No,Yes,Yes,Makassar,Yes,1194327,94.4,Yes,No,Yes,944,Sulawesi Selatan,ID,2024-02-07 00:00:00.000 Z,Yes,Month-to-month,10
4199,2025-10-29 13:44:01.795 Z,2024Q1,-12379,2253-KPMNB,Female,Yes,No,No,76113,DSL,1973-11-17 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,416.25,No,No phone service,Yes,Balikpapan,No,1168523,46.25,Yes,Yes,No,416.25,Kalimantan Timur,ID,2024-03-11 00:00:00.000 Z,No,Two year,9
6048,2025-10-29 13:44:01.968 Z,2022Q2,-69667,3841-CONLJ,Female,No,No,No,50135,DSL,2000-03-04 00:00:00.000 Z,Electronic check,,Yes,No,1085,No,No phone service,No,Semarang,No,1104167,35,No,No,No,3255,Jawa Tengah,ID,2022-06-14 00:00:00.000 Z,Yes,Month-to-month,31
5846,2025-10-29 13:44:01.950 Z,2022Q4,-77956,5118-MUEYH,Female,Yes,No,Yes,55111,Fiber optic,1976-01-13 00:00:00.000 Z,Credit card (automatic),,Yes,No,2837.7,No,Yes,Yes,Yogyakarta,Yes,1103695,105.1,No,No,Yes,8.51309999999999e+15,DI Yogyakarta,ID,2022-10-08 00:00:00.000 Z,Yes,Month-to-month,27
1724,2025-10-29 13:44:01.493 Z,2023Q2,-29909,2754-VDLTR,Male,No,No,Yes,30111,Fiber optic,2004-04-05 00:00:00.000 Z,Electronic check,Competitor offered more data,No,No,1999.2,Yes,Yes,No,Palembang,No,1047567,95.2,No,No,Yes,3998.4,Sumatera Selatan,ID,2023-04-02 00:00:00.000 Z,Yes,Month-to-month,21
3576,2025-10-29 13:44:01.724 Z,2022Q2,-29909,7928-VJYAB,Male,No,No,Yes,30111,Fiber optic,1993-01-29 00:00:00.000 Z,Electronic check,,Yes,No,2718,No,No,No,Palembang,No,1047567,90.6,No,Yes,Yes,8154,Sumatera Selatan,ID,2022-06-17 00:00:00.000 Z,Yes,Month-to-month,30
6405,2025-10-29 13:44:02.005 Z,2021Q3,-62088,9000-PLFUZ,Female,No,Yes,Yes,10110,DSL,1946-06-19 00:00:00.000 Z,Credit card (automatic),,Yes,No,2027.45,No,No phone service,Yes,Jakarta,Yes,1068456,49.45,No,No,No,8109.8,DKI Jakarta,ID,2021-07-31 00:00:00.000 Z,Yes,Two year,41
4590,2025-10-29 13:44:01.827 Z,2022Q3,-77956,5312-UXESG,Female,No,No,Yes,55111,Fiber optic,2002-01-04 00:00:00.000 Z,Bank transfer (automatic),,No,Yes,2843.45,No,Yes,No,Yogyakarta,No,1103695,98.05,No,No,Yes,8.53034999999999e+15,DI Yogyakarta,ID,2022-08-08 00:00:00.000 Z,Yes,Month-to-month,29
4849,2025-10-29 13:44:01.855 Z,2022Q2,-51477,3308-JSGML,Male,Yes,Yes,Yes,90111,DSL,1944-07-05 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,2113.65,No,No phone service,No,Makassar,Yes,1194327,64.05,Yes,No,No,6.34095e+15,Sulawesi Selatan,ID,2022-04-03 00:00:00.000 Z,Yes,Two year,33
3741,2025-10-29 13:44:01.747 Z,2023Q3,-86705,5397-NSKQG,Male,No,No,Yes,80114,DSL,2005-10-10 00:00:00.000 Z,Credit card (automatic),,Yes,No,763.5,No,No phone service,No,Denpasar,No,1152126,50.9,Yes,Yes,No,1527,Bali,ID,2023-09-25 00:00:00.000 Z,Yes,Two year,15
1828,2025-10-29 13:44:01.509 Z,2021Q2,-51477,3085-QUOZK,Female,No,No,No,90111,DSL,1960-12-20 00:00:00.000 Z,Mailed check,Attitude of service provider,No,No,1889.85,Yes,No,No,Makassar,No,1194327,43.95,No,No,Yes,7559.4,Sulawesi Selatan,ID,2021-05-27 00:00:00.000 Z,No,Month-to-month,43
3536,2025-10-29 13:44:01.721 Z,2022Q2,-86705,9150-HEPMB,Male,No,No,No,80114,DSL,1973-02-03 00:00:00.000 Z,Mailed check,,No,Yes,1633.7,No,No,No,Denpasar,No,1152126,52.7,Yes,No,Yes,4901.1,Bali,ID,2022-05-25 00:00:00.000 Z,No,One year,31
6001,2025-10-29 13:44:01.967 Z,2020Q1,-12379,3301-VKTGC,Male,No,No,No,76113,Fiber optic,1961-07-05 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,5044.5,No,Yes,Yes,Balikpapan,Yes,1168523,85.5,Yes,Yes,Yes,25222.5,Kalimantan Timur,ID,2020-02-24 00:00:00.000 Z,No,One year,59
4388,2025-10-29 13:44:01.808 Z,2023Q2,-62088,5294-DMSFH,Female,No,No,Yes,10110,Fiber optic,1960-08-18 00:00:00.000 Z,Credit card (automatic),,Yes,No,1668.2,No,No,No,Jakarta,Yes,1068456,87.8,No,Yes,Yes,3336.4,DKI Jakarta,ID,2023-05-24 00:00:00.000 Z,Yes,Month-to-month,19
2387,2025-10-29 13:44:01.578 Z,2020Q2,-29909,9620-QJREV,Male,No internet service,No,No internet service,30111,No,1961-07-21 00:00:00.000 Z,Credit card (automatic),,No,No internet service,1130.25,No,No,No internet service,Palembang,No,1047567,20.55,No internet service,No,Yes,5651.25,Sumatera Selatan,ID,2020-06-08 00:00:00.000 Z,No internet service,One year,55
5890,2025-10-29 13:44:01.951 Z,2022Q3,-69667,4012-YCFAI,Male,Yes,No,No,50135,DSL,1998-08-08 00:00:00.000 Z,Mailed check,,Yes,No,1779.15,No,No,Yes,Semarang,Yes,1104167,61.35,Yes,No,Yes,5.33745e+15,Jawa Tengah,ID,2022-08-08 00:00:00.000 Z,No,Two year,29
956,2025-10-29 13:44:01.338 Z,2024Q4,-69175,3194-ORPIK,Female,No,No,Yes,40111,Fiber optic,1987-09-25 00:00:00.000 Z,Bank transfer (automatic),Service dissatisfaction,Yes,No,0,Yes,Yes,No,Bandung,Yes,1076191,84.4,No,No,Yes,0,Jawa Barat,ID,2024-12-23 00:00:00.000 Z,No,Month-to-month,0
3714,2025-10-29 13:44:01.746 Z,2025Q1,-69667,2333-KWEWW,Male,No internet service,No,No internet service,50135,No,1972-09-11 00:00:00.000 Z,Credit card (automatic),,No,No internet service,-40.1,No,No,No internet service,Semarang,No,1104167,20.05,No internet service,No,Yes,-40.1,Jawa Tengah,ID,2025-02-22 00:00:00.000 Z,No internet service,Two year,-2
3950,2025-10-29 13:44:01.766 Z,2021Q3,-77956,1575-KRZZE,Female,No,No,No,55111,DSL,1974-11-19 00:00:00.000 Z,Electronic check,,No,No,2263.2,No,No,Yes,Yogyakarta,No,1103695,55.2,Yes,No,Yes,9052.8,DI Yogyakarta,ID,2021-08-02 00:00:00.000 Z,No,Month-to-month,41
3384,2025-10-29 13:44:01.703 Z,2021Q3,-62088,7833-PKIHD,Male,Yes,No,Yes,10110,DSL,1974-05-02 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,3208.8,No,No,No,Jakarta,Yes,1068456,76.4,Yes,No,Yes,12835.2,DKI Jakarta,ID,2021-07-13 00:00:00.000 Z,Yes,One year,42
4415,2025-10-29 13:44:01.815 Z,2020Q1,35952,5473-KHBPS,Female,No,No,Yes,20111,Fiber optic,1986-02-19 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,5550.6,No,Yes,Yes,Medan,Yes,986722,95.7,No,Yes,Yes,27753,Sumatera Utara,ID,2020-03-13 00:00:00.000 Z,No,One year,58
6826,2025-10-29 13:44:02.041 Z,2024Q4,-29909,6365-HITVU,Female,Yes,No,Yes,30111,DSL,1971-09-17 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,87.25,No,No,Yes,Palembang,No,1047567,87.25,Yes,Yes,Yes,87.25,Sumatera Selatan,ID,2024-11-10 00:00:00.000 Z,Yes,Two year,1
4745,2025-10-29 13:44:01.845 Z,2020Q1,-12379,5206-XZZQI,Male,Yes,No,No,76113,Fiber optic,1964-05-17 00:00:00.000 Z,Mailed check,,No,No,4594.2,No,No,Yes,Balikpapan,Yes,1168523,80.6,No,No,Yes,22971,Kalimantan Timur,ID,2020-03-30 00:00:00.000 Z,No,Month-to-month,57
4314,2025-10-29 13:44:01.805 Z,2022Q4,-12379,0253-ZTEOB,Female,Yes,No,Yes,76113,DSL,1989-09-05 00:00:00.000 Z,Electronic check,,Yes,No,2070.9,No,Yes,Yes,Balikpapan,No,1168523,79.65,No,Yes,Yes,4141.8,Kalimantan Timur,ID,2022-10-19 00:00:00.000 Z,Yes,Two year,26
333,2025-10-29 13:44:01.212 Z,2024Q2,-12379,2408-TZMJL,Male,No,No,Yes,76113,Fiber optic,1980-06-17 00:00:00.000 Z,Electronic check,Network reliability,Yes,Yes,771.05,Yes,Yes,Yes,Balikpapan,Yes,1168523,110.15,Yes,No,Yes,771.05,Kalimantan Timur,ID,2024-05-24 00:00:00.000 Z,Yes,One year,7
2239,2025-10-29 13:44:01.565 Z,2020Q2,-77956,4134-BSXLX,Male,Yes,No,No,55111,DSL,1988-12-17 00:00:00.000 Z,Mailed check,,Yes,No,3410.4,No,No,Yes,Yogyakarta,No,1103695,60.9,Yes,No,Yes,17052,DI Yogyakarta,ID,2020-05-20 00:00:00.000 Z,No,Month-to-month,56
4071,2025-10-29 13:44:01.777 Z,2022Q3,-77956,5598-IKHQQ,Female,No internet service,No,No internet service,55111,No,1963-04-29 00:00:00.000 Z,Credit card (automatic),,No,No internet service,763.5,No,Yes,No internet service,Yogyakarta,No,1103695,25.45,No internet service,No,Yes,2290.5,DI Yogyakarta,ID,2022-07-01 00:00:00.000 Z,No internet service,Two year,30
6267,2025-10-29 13:44:01.988 Z,2020Q1,-69175,2675-IJRGJ,Male,No internet service,No,No internet service,40111,No,1993-12-21 00:00:00.000 Z,Bank transfer (automatic),,No,No internet service,1159.35,No,No,No internet service,Bandung,No,1076191,19.65,No internet service,No,Yes,5796.75,Jawa Barat,ID,2020-02-19 00:00:00.000 Z,No internet service,Two year,59
1303,2025-10-29 13:44:01.415 Z,2022Q1,-72575,4398-HSCJH,Female,Yes,No,Yes,60119,DSL,1997-08-09 00:00:00.000 Z,Electronic check,Competitor offered higher download speeds,No,No,2162.4,Yes,Yes,No,Surabaya,Yes,1127521,63.6,No,No,Yes,6.4872e+15,Jawa Timur,ID,2022-03-05 00:00:00.000 Z,No,Month-to-month,34
3394,2025-10-29 13:44:01.703 Z,2025Q2,-12379,7228-PAQPD,Female,Yes,No,No,76113,DSL,1968-03-01 00:00:00.000 Z,Credit card (automatic),,No,No,-236.4,No,No,No,Balikpapan,No,1168523,59.1,No,No,Yes,-236.4,Kalimantan Timur,ID,2025-04-19 00:00:00.000 Z,Yes,One year,-4
683,2025-10-29 13:44:01.283 Z,2024Q1,-86705,5028-GZLDO,Male,No,No,No,80114,Fiber optic,1993-06-17 00:00:00.000 Z,Credit card (automatic),Service dissatisfaction,No,No,636.3,Yes,No,No,Denpasar,No,1152126,70.7,No,No,Yes,636.3,Bali,ID,2024-03-19 00:00:00.000 Z,No,Month-to-month,9
4543,2025-10-29 13:44:01.825 Z,2020Q3,-69175,9819-FBNSV,Male,No,Yes,No,40111,Fiber optic,1959-11-11 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,3757,No,No,No,Bandung,Yes,1076191,72.25,No,No,Yes,18785,Jawa Barat,ID,2020-08-27 00:00:00.000 Z,No,Month-to-month,52
828,2025-10-29 13:44:01.314 Z,2021Q1,-29909,3030-YZADT,Male,No,No,No,30111,DSL,1999-02-06 00:00:00.000 Z,Mailed check,Competitor had better devices,No,No,2112.65,Yes,No,No,Palembang,No,1047567,44.95,No,No,Yes,8450.6,Sumatera Selatan,ID,2021-02-17 00:00:00.000 Z,No,Month-to-month,47
2394,2025-10-29 13:44:01.579 Z,2023Q1,-69175,9450-TRJUU,Male,No,No,Yes,40111,Fiber optic,1999-05-05 00:00:00.000 Z,Electronic check,,No,No,1829.3,No,Yes,No,Bandung,No,1076191,83.15,No,No,Yes,3658.6,Jawa Barat,ID,2023-03-10 00:00:00.000 Z,No,Month-to-month,22
3586,2025-10-29 13:44:01.725 Z,2020Q4,-69667,2809-ILCYT,Female,No internet service,No,No internet service,50135,No,1972-03-30 00:00:00.000 Z,Mailed check,,Yes,No internet service,1313.2,No,Yes,No internet service,Semarang,Yes,1104167,26.8,No internet service,No,Yes,5252.8,Jawa Tengah,ID,2020-12-16 00:00:00.000 Z,No internet service,One year,49
1606,2025-10-29 13:44:01.472 Z,2020Q1,-86705,9526-BIHHD,Male,No,No,No,80114,DSL,2003-07-28 00:00:00.000 Z,Mailed check,Product dissatisfaction,No,No,1722.6,Yes,No phone service,No,Denpasar,No,1152126,29.7,Yes,No,No,8613,Bali,ID,2020-03-26 00:00:00.000 Z,No,Month-to-month,58
838,2025-10-29 13:44:01.315 Z,2021Q1,-72575,0895-DQHEW,Male,No,No,Yes,60119,Fiber optic,1960-10-07 00:00:00.000 Z,Electronic check,Competitor offered more data,Yes,Yes,5006.4,Yes,Yes,Yes,Surabaya,Yes,1127521,104.3,No,No,Yes,20025.6,Jawa Timur,ID,2021-01-17 00:00:00.000 Z,Yes,Month-to-month,48
5513,2025-10-29 13:44:01.921 Z,2021Q4,-77956,9842-EFSYY,Female,No,No,Yes,55111,DSL,1980-09-13 00:00:00.000 Z,Mailed check,,No,Yes,2173.6,No,No phone service,Yes,Yogyakarta,Yes,1103695,57.2,Yes,Yes,No,6.52079999999999e+15,DI Yogyakarta,ID,2021-11-11 00:00:00.000 Z,Yes,Month-to-month,38
653,2025-10-29 13:44:01.280 Z,2022Q3,-77956,8922-LIEGH,Female,No,Yes,No,55111,Fiber optic,1934-09-29 00:00:00.000 Z,Electronic check,Poor expertise of online support,No,No,2691,Yes,Yes,Yes,Yogyakarta,Yes,1103695,89.7,No,No,Yes,8073,DI Yogyakarta,ID,2022-07-15 00:00:00.000 Z,Yes,Month-to-month,30
4940,2025-10-29 13:44:01.864 Z,2022Q1,-77956,7030-FZTFM,Male,Yes,No,Yes,55111,Fiber optic,1966-06-23 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,3770.6,No,Yes,Yes,Yogyakarta,No,1103695,110.9,No,Yes,Yes,11311.8,DI Yogyakarta,ID,2022-02-18 00:00:00.000 Z,Yes,Two year,34
2616,2025-10-29 13:44:01.618 Z,2024Q3,-69175,2858-EIMXH,Female,No,Yes,Yes,40111,Fiber optic,1947-03-04 00:00:00.000 Z,Credit card (automatic),,Yes,No,287.55,No,Yes,No,Bandung,Yes,1076191,95.85,No,No,Yes,287.55,Jawa Barat,ID,2024-09-13 00:00:00.000 Z,Yes,One year,3
1508,2025-10-29 13:44:01.453 Z,2021Q4,-72575,0654-HMSHN,Male,No,No,Yes,60119,Fiber optic,1979-05-24 00:00:00.000 Z,Electronic check,Attitude of support person,Yes,Yes,3967.2,Yes,Yes,Yes,Surabaya,No,1127521,104.4,No,No,Yes,1.19015999999999e+16,Jawa Timur,ID,2021-10-26 00:00:00.000 Z,Yes,Month-to-month,38
2889,2025-10-29 13:44:01.643 Z,2024Q3,-69175,7684-XSZIY,Male,No internet service,No,No internet service,40111,No,1960-03-20 00:00:00.000 Z,Bank transfer (automatic),,Yes,No internet service,97.2,No,Yes,No internet service,Bandung,No,1076191,24.3,No internet service,Yes,Yes,97.2,Jawa Barat,ID,2024-08-23 00:00:00.000 Z,No internet service,Two year,4
3765,2025-10-29 13:44:01.748 Z,2020Q3,-72575,8263-QMNTJ,Male,Yes,No,Yes,60119,Fiber optic,1974-04-04 00:00:00.000 Z,Electronic check,,Yes,Yes,6124.15,No,Yes,Yes,Surabaya,Yes,1127521,115.55,Yes,No,Yes,30620.75,Jawa Timur,ID,2020-07-27 00:00:00.000 Z,Yes,Two year,53
6203,2025-10-29 13:44:01.986 Z,2024Q4,-29909,2709-UQGNP,Male,No,No,No,30111,DSL,1963-09-23 00:00:00.000 Z,Mailed check,,No,No,51.65,No,No,No,Palembang,Yes,1047567,51.65,Yes,No,Yes,51.65,Sumatera Selatan,ID,2024-11-26 00:00:00.000 Z,No,Month-to-month,1
5395,2025-10-29 13:44:01.905 Z,2020Q2,-51477,7501-VTYLJ,Female,No,No,No,90111,DSL,1992-02-14 00:00:00.000 Z,Mailed check,,No,No,2886.8,No,No,Yes,Makassar,No,1194327,51.55,No,Yes,Yes,14434,Sulawesi Selatan,ID,2020-05-09 00:00:00.000 Z,No,Month-to-month,56
5193,2025-10-29 13:44:01.886 Z,2023Q2,-69667,6917-FIJHC,Female,No internet service,No,No internet service,50135,No,1991-05-16 00:00:00.000 Z,Mailed check,,Yes,No internet service,468,No,Yes,No internet service,Semarang,Yes,1104167,26,No internet service,No,Yes,936,Jawa Tengah,ID,2023-06-14 00:00:00.000 Z,No internet service,Two year,18
1609,2025-10-29 13:44:01.472 Z,2024Q1,-69175,3063-QFSZL,Female,No,No,No,40111,DSL,1979-10-22 00:00:00.000 Z,Electronic check,Network reliability,No,No,609.4,Yes,No,No,Bandung,Yes,1076191,55.4,No,No,Yes,609.4,Jawa Barat,ID,2024-01-27 00:00:00.000 Z,Yes,Month-to-month,11
2734,2025-10-29 13:44:01.631 Z,2025Q3,-77956,5562-BETPV,Male,No internet service,No,No internet service,55111,No,1970-05-30 00:00:00.000 Z,Mailed check,,Yes,No internet service,-176.85,No,No,No internet service,Yogyakarta,No,1103695,19.65,No internet service,No,Yes,-176.85,DI Yogyakarta,ID,2025-09-27 00:00:00.000 Z,No internet service,One year,-9
4364,2025-10-29 13:44:01.807 Z,2024Q2,-62088,6285-FTQBF,Male,No internet service,No,No internet service,10110,No,1995-10-30 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,153.3,No,Yes,No internet service,Jakarta,No,1068456,25.55,No internet service,Yes,Yes,153.3,DKI Jakarta,ID,2024-06-30 00:00:00.000 Z,No internet service,Two year,6
1926,2025-10-29 13:44:01.520 Z,2021Q2,-69175,6416-JNVRK,Female,No,No,No,40111,DSL,1979-01-10 00:00:00.000 Z,Credit card (automatic),,No,No,2448.6,No,No,No,Bandung,No,1076191,55.65,No,No,Yes,9794.4,Jawa Barat,ID,2021-04-26 00:00:00.000 Z,Yes,One year,44
4711,2025-10-29 13:44:01.844 Z,2025Q3,-51477,9862-KJTYK,Male,No,No,No,90111,DSL,2000-09-15 00:00:00.000 Z,Credit card (automatic),,No,No,-228.15,No,No phone service,No,Makassar,Yes,1194327,25.35,No,Yes,No,-228.15,Sulawesi Selatan,ID,2025-09-19 00:00:00.000 Z,No,Month-to-month,-9
4721,2025-10-29 13:44:01.844 Z,2022Q4,-72575,7340-KEFQE,Female,Yes,No,No,60119,DSL,1972-02-19 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,889.2,No,No phone service,No,Surabaya,No,1127521,34.2,Yes,Yes,No,1778.4,Jawa Timur,ID,2022-10-18 00:00:00.000 Z,No,Two year,26
6877,2025-10-29 13:44:02.043 Z,2024Q3,-77956,4323-OHFOW,Female,Yes,Yes,Yes,55111,Fiber optic,1954-07-02 00:00:00.000 Z,Bank transfer (automatic),,Yes,No,422.2,No,Yes,Yes,Yogyakarta,Yes,1103695,105.55,No,No,Yes,422.2,DI Yogyakarta,ID,2024-08-23 00:00:00.000 Z,Yes,One year,4
3455,2025-10-29 13:44:01.712 Z,2025Q3,-69175,1784-EZDKJ,Male,No,No,Yes,40111,Fiber optic,1966-06-09 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,-961.2,No,Yes,Yes,Bandung,Yes,1076191,106.8,No,No,Yes,-961.2,Jawa Barat,ID,2025-09-20 00:00:00.000 Z,Yes,One year,-9
5041,2025-10-29 13:44:01.874 Z,2024Q2,-69175,9134-WYRVP,Male,No,No,Yes,40111,Fiber optic,1983-07-12 00:00:00.000 Z,Mailed check,,No,No,690.8,No,No,No,Bandung,No,1076191,86.35,Yes,No,Yes,690.8,Jawa Barat,ID,2024-04-16 00:00:00.000 Z,No,One year,8
6981,2025-10-29 13:44:02.053 Z,2020Q1,-29909,5392-AKEMH,Female,No,No,No,30111,DSL,1960-05-16 00:00:00.000 Z,Electronic check,,No,No,2612.9,No,No,No,Palembang,Yes,1047567,45.05,No,No,Yes,13064.5,Sumatera Selatan,ID,2020-03-24 00:00:00.000 Z,No,Month-to-month,58
912,2025-10-29 13:44:01.333 Z,2023Q3,-62088,4988-IQIGL,Male,No,Yes,No,10110,Fiber optic,1941-11-20 00:00:00.000 Z,Electronic check,Lack of self-service on Website,No,No,1205.6,Yes,Yes,No,Jakarta,Yes,1068456,75.35,No,No,Yes,2411.2,DKI Jakarta,ID,2023-08-25 00:00:00.000 Z,No,Month-to-month,16
1700,2025-10-29 13:44:01.491 Z,2023Q2,-72575,6302-JGYRJ,Male,Yes,No,Yes,60119,DSL,1987-05-18 00:00:00.000 Z,Mailed check,Product dissatisfaction,No,No,1430.1,Yes,Yes,Yes,Surabaya,Yes,1127521,79.45,No,No,Yes,2860.2,Jawa Timur,ID,2023-06-30 00:00:00.000 Z,Yes,One year,18
727,2025-10-29 13:44:01.294 Z,2024Q1,-69175,4404-HIBDJ,Female,Yes,No,Yes,40111,DSL,1967-09-08 00:00:00.000 Z,Mailed check,Competitor offered more data,No,Yes,817.3,Yes,No,Yes,Bandung,No,1076191,74.3,Yes,No,Yes,817.3,Jawa Barat,ID,2024-01-20 00:00:00.000 Z,No,One year,11
3155,2025-10-29 13:44:01.680 Z,2020Q1,-86705,8952-WCVCD,Female,No,No,Yes,80114,Fiber optic,1980-07-04 00:00:00.000 Z,Bank transfer (automatic),,Yes,Yes,6058.1,No,No,Yes,Denpasar,Yes,1152126,104.45,Yes,No,Yes,30290.5,Bali,ID,2020-03-16 00:00:00.000 Z,Yes,One year,58
6429,2025-10-29 13:44:02.005 Z,2023Q3,35952,0071-NDAFP,Male,No internet service,No,No internet service,20111,No,1979-11-06 00:00:00.000 Z,Credit card (automatic),,Yes,No internet service,382.5,No,Yes,No internet service,Medan,No,986722,25.5,No internet service,Yes,Yes,765,Sumatera Utara,ID,2023-09-12 00:00:00.000 Z,No internet service,Two year,15
730,2025-10-29 13:44:01.294 Z,2021Q3,-86705,0709-TVGUR,Female,No,Yes,No,80114,Fiber optic,1934-08-10 00:00:00.000 Z,Electronic check,Competitor had better devices,No,No,2982,Yes,Yes,No,Denpasar,Yes,1152126,74.55,No,No,Yes,11928,Bali,ID,2021-09-01 00:00:00.000 Z,No,Month-to-month,40
1899,2025-10-29 13:44:01.518 Z,2021Q1,-77956,4080-IIARD,Female,Yes,No,Yes,55111,DSL,2001-03-02 00:00:00.000 Z,Electronic check,,Yes,No,3581.4,No,Yes,Yes,Yogyakarta,Yes,1103695,76.2,Yes,No,Yes,14325.6,DI Yogyakarta,ID,2021-01-27 00:00:00.000 Z,No,Month-to-month,47
3088,2025-10-29 13:44:01.666 Z,2021Q2,35952,8189-HBVRW,Female,No,No,No,20111,Fiber optic,2000-04-25 00:00:00.000 Z,Electronic check,,No,Yes,4086,No,Yes,Yes,Medan,No,986722,90.8,Yes,No,Yes,16344,Sumatera Utara,ID,2021-04-18 00:00:00.000 Z,No,Month-to-month,45
1377,2025-10-29 13:44:01.422 Z,2023Q4,-86705,8634-CILSZ,Male,Yes,No,Yes,80114,Fiber optic,1986-05-16 00:00:00.000 Z,Bank transfer (automatic),Competitor offered higher download speeds,No,No,1465.8,Yes,Yes,Yes,Denpasar,Yes,1152126,104.7,No,No,Yes,1465.8,Bali,ID,2023-10-21 00:00:00.000 Z,Yes,One year,14
5240,2025-10-29 13:44:01.893 Z,2022Q3,-86705,8999-XXGNS,Female,No,Yes,Yes,80114,Fiber optic,1948-12-10 00:00:00.000 Z,Credit card (automatic),,Yes,Yes,3172.5,No,Yes,Yes,Denpasar,Yes,1152126,105.75,No,No,Yes,9517.5,Bali,ID,2022-07-06 00:00:00.000 Z,Yes,One year,30
2478,2025-10-29 13:44:01.593 Z,2022Q1,-69667,8098-TDCBU,Female,No internet service,No,No internet service,50135,No,1964-06-27 00:00:00.000 Z,Electronic check,,Yes,No internet service,883.75,No,Yes,No internet service,Semarang,No,1104167,25.25,No internet service,No,Yes,2651.25,Jawa Tengah,ID,2022-02-08 00:00:00.000 Z,No internet service,Two year,35
